Altium Designer Pick and Place Locations
C:\Users\ldgau\AppData\Local\TempReleases\Snapshot\1\Sources\REV Project_PCB_Rev.Project_SCH_Rev (2021-01-11)\04 - ASSEMBLY\HIVE_SIGHT_PCB PNP XY REV Project_PCB_Rev.Project_SCH_Rev.csv

========================================================================================================================
File Design Information:

Date:       11-01-21
Time:       08:18
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Description","Package","Layer","Center-X(mil)","Center-Y(mil)","Rotation","Assembly Note","Assembly Type","Polarized","Manufacturer #1","Part Number #1","Supplier 1","Supplier Part Number 1","HelpURL"
"R56","RES - 0R 1/16W 1A  - 0402","0402","TopLayer","1156,742","973,797","90","","SMD","No","Yageo","RC0402FR-070RL","Digi-Key","311-0.0LRCT-ND","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_10.pdf"
"R55","RES - 0R 1/16W 1A  - 0402","0402","TopLayer","1201,847","1011,650","270","","SMD","No","Yageo","RC0402FR-070RL","Digi-Key","311-0.0LRCT-ND","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_10.pdf"
"R23","RES - 0R 1/16W 1A  - 0402","0402","TopLayer","1951,563","1221,460","180","","SMD","No","Yageo","RC0402FR-070RL","Digi-Key","311-0.0LRCT-ND","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_10.pdf"
"R26","RES - 0R 1/16W 1A  - 0402","0402","TopLayer","1948,987","1111,820","180","","SMD","No","Yageo","RC0402FR-070RL","Digi-Key","311-0.0LRCT-ND","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_10.pdf"
"J16","CON - Header 34 positions 2x17  0.100" - TH","TH","BottomLayer","-22066,681","-21328,661","180","","TH","No","Sullins Connector Solutions","PREC017DAAN-RC","Digi-Key","S2012EC-17-ND","https://drawings-pdf.s3.amazonaws.com/11636.pdf"
"J17","CON - Header 30 positions 2x15  0.100" - TH","TH","BottomLayer","-22066,681","-21328,661","180","","TH","No","Sullins Connector Solutions","PREC015DAAN-RC","Digi-Key","S2012EC-15-ND","https://drawings-pdf.s3.amazonaws.com/11636.pdf"
"J15","CON - Header 20 positions 2x10  0.100" - TH","TH","BottomLayer","-22066,681","-21328,661","180","","TH","No","Sullins Connector Solutions","PREC010DAAN-RC","Digi-Key","S2012EC-10-ND","https://drawings-pdf.s3.amazonaws.com/11636.pdf"
"J14","CON - Header 16 positions 2x8  0.100" - TH","TH","BottomLayer","-22066,681","-21328,661","180","","TH","No","Sullins Connector Solutions","PREC008DAAN-RC","Digi-Key","S2012EC-08-ND","https://drawings-pdf.s3.amazonaws.com/11636.pdf"
"R51","RES - 100 OHM 0.1% 1/20W NON-MAG - 0402","0402","TopLayer","1132,008","2205,644","270","","SMD","No","Vishay Dale","PNM0402E1000BST1","Digi-Key","541-1899-1-ND","http://www.vishay.com/docs/60057/pnm.pdf"
"R50","RES - 100 OHM 0.1% 1/20W NON-MAG - 0402","0402","BottomLayer","966,325","1881,495","180","","SMD","No","Vishay Dale","PNM0402E1000BST1","Digi-Key","541-1899-1-ND","http://www.vishay.com/docs/60057/pnm.pdf"
"R49","RES - 100 OHM 0.1% 1/20W NON-MAG - 0402","0402","BottomLayer","1090,988","1623,467","270","","SMD","No","Vishay Dale","PNM0402E1000BST1","Digi-Key","541-1899-1-ND","http://www.vishay.com/docs/60057/pnm.pdf"
"R48","RES - 100 OHM 0.1% 1/20W NON-MAG - 0402","0402","BottomLayer","1141,220","1624,571","270","","SMD","No","Vishay Dale","PNM0402E1000BST1","Digi-Key","541-1899-1-ND","http://www.vishay.com/docs/60057/pnm.pdf"
"U13","MOD - F429ZI MCU Nucleo development board - MOD","","BottomLayer","1379,634","2335,826","180","","TH","Yes","STMicroelectronics","NUCLEO-F429ZI","Digi-Key","497-16280-ND","https://www.st.com/resource/en/user_manual/dm00244518-stm32-nucleo144-boards-mb1137-stmicroelectronics.pdf"
"U2","REG_DC DC CONVERTER 1.8V 1.8W_8-PowerTDFN","8-PowerTDFN","TopLayer","1077,018","2669,294","180","","SMD","Yes","Murata Power Solutions Inc.","MYRGP180100W21RA","Digi-Key","811-MYRGP180100W21RACT-ND","https://www.murata.com/products/productdata/8807036026910/MYRGP-b-w.pdf?1583754814000"
"U10","MEM - EFLASH 32Mb SPI 133MHZ - 8-SOIC","8-WSON","TopLayer","865,694","1159,293","270","","SMD","YES","Macronix","MX25L3233FM1I-08Q","Digi-Key","1092-1221-ND","https://www.macronix.com/Lists/Datasheet/Attachments/7426/MX25L3233F,%203V,%2032Mb,%20v1.6.pdf"
"J12","CONN RCPT 8POS 0.1 GOLD SMD","SMD","TopLayer","794,435","1606,445","90","","SMD","NO","Harwin Inc.","M20-7810445","Digi-Key","952-3209-ND","https://cdn.harwin.com/pdfs/M20-781.pdf"
"U8","SEN_IMU -  ACCEL/GYRO 6 Axis I2C/SPI - 14-VFLGA","14-VFLGA","TopLayer","1687,812","2551,747","180","","SMD","YES","STMicroelectronics","LSM6DSMTR","Digi-Key","497-16696-1-ND","https://www.st.com/content/ccc/resource/technical/document/datasheet/76/27/cf/88/c5/03/42/6b/DM00218116.pdf/files/DM00218116.pdf/jcr:content/translations/en.DM00218116.pdf"
"L7","IND - 2.8nH 900mA 80mOhm  - 0402","0402","TopLayer","643,767","281,006","90","","SMD","NO","Murata Electronics","LQG15WZ2N8S02D","Digi-Key","490-LQG15WZ2N8S02DCT-ND","https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf"
"L6","IND - 2nH 900mA 100mOhm  - 0402","0402","TopLayer","721,373","279,030","90","","SMD","NO","Murata Electronics","LQG15HS2N0S02D","Digi-Key","490-6569-1-ND","https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-0010.pdf"
"U5","COM - BUF - Clock buffer 3V3, 2V5, 1V8 2 Channel - TSSOP 8","TSSOP 8 pin","TopLayer","1667,323","917,323","90","","SMT","Yes","Texas Instruments","LMK1C1102PWR","","","https://www.ti.com/lit/ds/symlink/lmk1c1102.pdf?ts=1595262014854&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FLMK1C1102%253Futm_source%253Dgoogle%2526utm_medium%253Dcpc%2526utm_campaign%253Dasc-null-null-GPN_EN-cpc-pf-google-wwe%2526utm_content%253DLMK1C1102%2526ds_k%253DLMK1C1102%2526DCM%253Dyes%2526gclid%253DCjwKCAjwgdX4BRB_EiwAg8O8HUIvo-ksMfq8YInqTklLXWuMoCGXxsnhq04Fqr4kdDFQPSc0fYG9iRoCPvAQAvD_BwE%2526gclsrc%253Daw.ds"
"T2","XFR - Imp Unbalaced/Balanced 50/100 3-8GHz  -SMD","0805","TopLayer","1515,947","246,555","90","","MT","Yes","TDK","HHM1595A1","Digi-Key","445-3387-1-ND","https://product.tdk.com/info/en/documents/data_sheet/rf_balun_hhm1595a1_en.pdf"
"T1","XFR - Imp Unbalaced/Balanced 50/100 3-8GHz  -SMD","0805","TopLayer","2103,092","245,707","90","","MT","Yes","TDK","HHM1595A1","Digi-Key","445-3387-1-ND","https://product.tdk.com/info/en/documents/data_sheet/rf_balun_hhm1595a1_en.pdf"
"C4","CAP - CER 10UF 10% 16V X5R - 0805","0805","TopLayer","1084,646","2554,134","360","","SMD","NO","Murata","GRM21BR61C106KE15K","Digi-Key","490-6473-1-ND","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR61C106KE15-01.pdf"
"C2","CAP - CER 10UF 10% 16V X5R - 0805","0805","TopLayer","1121,930","2859,163","180","","SMD","NO","Murata","GRM21BR61C106KE15K","Digi-Key","490-6473-1-ND","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR61C106KE15-01.pdf"
"C67","CAP - CER 10UF 10% 25V X7S - 0805","0805","TopLayer","1732,998","1198,822","180","","SMD","NO","Murata","GRM21BC71E106KE11L","Digi-Key","490-10496-1-ND","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BC71E106KE11-01.pdf"
"C84","CAP - CER 10nF 10% 50V X7R - 0402","0402","TopLayer","536,111","280,886","360","","SMD","No","Murata Electronics North America","GRM155R71H103KA88D","Digi-Key","490-4516-1-ND","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71H103KA88-01.pdf"
"C54","CAP - CER 18pF 50V C0G, NPO - 0402","0402","TopLayer","1381,029","336,495","180","","SMD","NO","Murata Electronics North America","GRM1555C1H180GA01D","Digi-Key","490-6204-1-ND","https://psearch.en.murata.com/capacitor/product/GRM1555C1H180GA01%23.html"
"C18","CAP - CER 18pF 50V C0G, NPO - 0402","0402","TopLayer","1979,852","338,348","180","","SMD","NO","Murata Electronics North America","GRM1555C1H180GA01D","Digi-Key","490-6204-1-ND","https://psearch.en.murata.com/capacitor/product/GRM1555C1H180GA01%23.html"
"FID3","FID - FIDUCIAL 1MM CIRCLE DOUBLE-SIDED - 1MM","1MM CIRCLE","TopLayer","2033,714","3640,539","0","","NONE","","","","","","https://www.pcb-3d.com/wordpress/wp-content/uploads/ipc-sm-782a_amendment_1_and_2.pdf"
"FID2","FID - FIDUCIAL 1MM CIRCLE DOUBLE-SIDED - 1MM","1MM CIRCLE","TopLayer","2633,077","347,523","0","","NONE","","","","","","https://www.pcb-3d.com/wordpress/wp-content/uploads/ipc-sm-782a_amendment_1_and_2.pdf"
"FID1","FID - FIDUCIAL 1MM CIRCLE DOUBLE-SIDED - 1MM","1MM CIRCLE","TopLayer","160,149","355,099","0","","NONE","","","","","","https://www.pcb-3d.com/wordpress/wp-content/uploads/ipc-sm-782a_amendment_1_and_2.pdf"
"X2","CRY - 40MKHZ 10ppm 10PF - 4-SMD","4 - SMD, No Lead","TopLayer","453,155","472,484","230","","SMD","No","EPSON","FA-20H 40.0000MF10Z-K3","Digi-Key","SER4045CT-ND","https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-20H&lang=en"
"U14","Bluetooth, WiFi 802.11b/g/n, Bluetooth v4.2  2.4GHz ~ 2.5GHz U.FL Surface Mount","38-SMD MODULE","BottomLayer","1394,593","2051,840","90","","SMD","Yes","Espressif Systems","1904-1027-1-ND","Digi-Key","1904-1027-1-ND","https://www.espressif.com/sites/default/files/documentation/esp32-wroom-32d_esp32-wroom-32u_datasheet_en.pdf"
"U9","COM_WIFI - IC RF TxRx + MCU, WiFi 802.11b/g/n, Bluetooth 4.2 2.4GHz - 48-VFQFN Exposed Pad","48-VFQFN 6x6","TopLayer","714,567","515,748","90","","SMD","Yes","Espressif Systems","ESP32-D0WDQ6-V3","Digi-Key","1904-ESP32-D0WDQ6-V3CT-ND","https://www.espressif.com/sites/default/files/documentation/esp32_datasheet_en.pdf"
"R2","RES - 402R 1% 1/10W - 0402","0402","TopLayer","1320,727","2917,322","180","","SMD","No","Panasonic Electronic Components","ERJ-2RKF4020X","Digi-Key","P402LCT-ND","https://industrial.panasonic.com/ww/products/resistors/chip-resistors/general-purpose-chip-resistors/precision-thick-film-chip-resistors/ERJ2RKF4020X"
"U3","COM - IC RF TxRx 802.15.4 IR-UWB DECAWAVE - 48-VFQFN EP","QFN 48","TopLayer","2134,948","521,528","0","","SMT","Yes","Decawave","DW1000-I-TR13","Digi-Key","1479-1001-1-ND","https://www.decawave.com/sites/default/files/resources/DW1000-Datasheet-V2.12.pdf"
"U4","COM - IC RF TxRx 802.15.4 IR-UWB DECAWAVE - 48-VFQFN EP","QFN 48","TopLayer","1545,851","521,528","360","","SMT","Yes","Decawave","DW1000-I-TR13","Digi-Key","1479-1001-1-ND","https://www.decawave.com/sites/default/files/resources/DW1000-Datasheet-V2.12.pdf"
"D16","TVS - DIODE 5.5V 10V - 10-UFDFN","10-UFDFN","TopLayer","1362,673","3993,883","270","","SMD","Yes","Diodes Incorporated","DT1140-04LP-7","Digi-Key","DT1140-04LP-7DICT-ND","https://www.diodes.com/assets/Datasheets/DT1140-04LP.pdf"
"D18","TVS - DIODE 5.5V 10V - 10-UFDFN","10-UFDFN","TopLayer","998,721","2134,843","0","","SMD","Yes","Diodes Incorporated","DT1140-04LP-7","Digi-Key","DT1140-04LP-7DICT-ND","https://www.diodes.com/assets/Datasheets/DT1140-04LP.pdf"
"U11","COM_XCV - IC USB TO UART BRIDGE - 24-QFN (4x4)","24-QFN (4x4)","TopLayer","1756,157","3405,276","270","","SMD","YES","Silicon Labs","CP2102N-A02-GQFN24R","Digi-Key","336-5888-1-ND","https://www.silabs.com/documents/public/data-sheets/cp2102n-datasheet.pdf"
"J5","CON - Header 1x2 pins 100 mil -TH","TH","TopLayer","686,000","3290,000","180","","TH","No","","","","",""
"X3","CRY - 32.768KHZ tol:20ppm 12.5PF - 2-SMD","2-SMD, No Lead","BottomLayer","1280,372","1559,774","360","DNI","SMD","No","Micro Crystal AG","CM7V-T1A-32.768KHZ-12.5PF-20PPM-TA-QC","Digi-Key","2195-CM7V-T1A-32.768KHZ-12.5PF-20PPM-TA-QCCT-ND","https://www.microcrystal.com/fileadmin/Media/Products/32kHz/Datasheet/CM7V-T1A.pdf"
"X1","CRY - 32.768KHZ tol:20ppm 12.5PF - 2-SMD","2-SMD, No Lead","TopLayer","990,158","348,425","270","DNI","SMD","No","Micro Crystal AG","CM7V-T1A-32.768KHZ-12.5PF-20PPM-TA-QC","Digi-Key","2195-CM7V-T1A-32.768KHZ-12.5PF-20PPM-TA-QCCT-ND","https://www.microcrystal.com/fileadmin/Media/Products/32kHz/Datasheet/CM7V-T1A.pdf"
"C100","CAP - CER 4.7µF 20% 25V X5R - 0603","0603","TopLayer","1619,152","3499,069","270","","SMD","NO","Samsung Electro-Mechanics","CL10A475MA8NQNC","Digi-Key","1276-1903-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/20/CL10A475MA8NQNC.pdf"
"C3","CAP - CER 4.7µF 20% 25V X5R - 0603","0603","TopLayer","1050,197","2773,622","180","","SMD","NO","Samsung Electro-Mechanics","CL10A475MA8NQNC","Digi-Key","1276-1903-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/20/CL10A475MA8NQNC.pdf"
"C49","CAP - CER 10nF ±10% 50V X7R - 0402","0402","TopLayer","1684,213","312,631","270","","SMD","No","Samsung Electro-Mechanics","CL05B103KB5NFNC","Digi-Key","1276-1499-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05B103KB5NFNC.jsp"
"C21","CAP - CER 10nF ±10% 50V X7R - 0402","0402","TopLayer","2273,294","317,411","270","","SMD","No","Samsung Electro-Mechanics","CL05B103KB5NFNC","Digi-Key","1276-1499-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05B103KB5NFNC.jsp"
"C41","CAP - CER 10nF ±10% 50V X7R - 0402","0402","TopLayer","1724,930","238,216","90","","SMD","No","Samsung Electro-Mechanics","CL05B103KB5NFNC","Digi-Key","1276-1499-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05B103KB5NFNC.jsp"
"C11","CAP - CER 10nF ±10% 50V X7R - 0402","0402","TopLayer","2273,583","242,015","90","","SMD","No","Samsung Electro-Mechanics","CL05B103KB5NFNC","Digi-Key","1276-1499-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05B103KB5NFNC.jsp"
"C107","CAP - CER 1uF 20% 10V X5R - 0402","0402","TopLayer","1307,311","2224,363","360","","SMD","NO","Samsung Electro-Mechanics","CL05A105MP5NNNC","Digi-Key","1276-1448-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105MP5NNNC.pdf"
"C96","CAP - CER 1uF 20% 10V X5R - 0402","0402","TopLayer","1145,639","336,711","360","","SMD","NO","Samsung Electro-Mechanics","CL05A105MP5NNNC","Digi-Key","1276-1448-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105MP5NNNC.pdf"
"C93","CAP - CER 1uF 10% 35V X5R - 0402","0402","TopLayer","837,477","672,986","180","","SMD","NO","Samsung Electro-Mechanics","CL05A105KL5NRNC","Digi-Key","1276-6796-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105KL5NRNC.pdf"
"C112","CAP - CER 1uF 10% 35V X5R - 0402","0402","TopLayer","1714,781","1853,028","180","","SMD","NO","Samsung Electro-Mechanics","CL05A105KL5NRNC","Digi-Key","1276-6796-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105KL5NRNC.pdf"
"C90","CAP - CER 1uF 10% 35V X5R - 0402","0402","TopLayer","478,946","603,755","270","","SMD","NO","Samsung Electro-Mechanics","CL05A105KL5NRNC","Digi-Key","1276-6796-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105KL5NRNC.pdf"
"C68","CAP - CER 1uF 10% 35V X5R - 0402","0402","TopLayer","1701,375","1138,543","180","","SMD","NO","Samsung Electro-Mechanics","CL05A105KL5NRNC","Digi-Key","1276-6796-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105KL5NRNC.pdf"
"C73","CAP - CER 1uF 10% 35V X5R - 0402","0402","TopLayer","1511,349","1246,095","360","","SMD","NO","Samsung Electro-Mechanics","CL05A105KL5NRNC","Digi-Key","1276-6796-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105KL5NRNC.pdf"
"C80","CAP - CER 1uF 10% 35V X5R - 0402","0402","TopLayer","802,165","278,543","270","","SMD","NO","Samsung Electro-Mechanics","CL05A105KL5NRNC","Digi-Key","1276-6796-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/19/CL05A105KL5NRNC.pdf"
"C113","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","1713,997","1813,487","180","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C108","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","1307,655","2264,516","360","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C71","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","2066,109","905,807","360","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C70","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","1775,212","1138,543","0","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C69","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","1701,375","1095,720","180","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C74","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","1513,161","1128,992","360","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C94","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","937,982","518,826","180","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C87","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","922,357","990,961","360","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C88","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","587,598","695,650","270","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C97","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","1145,639","296,981","360","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C91","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","603,101","316,080","90","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C82","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","738,873","341,806","180","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"C81","CAP - CER 0.1uF 10% 25V X5R - 0402","0402","TopLayer","761,811","278,543","270","","SMD","NO","Samsung Electro-Mechanics","CL05A104KA5NNNC","Digi-Key","1276-1043-1-ND","http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A104KA5NNNC.jsp"
"S2","SWI - SLIDE SPDT 100MA 6V - SMD","SMD","TopLayer","1683,341","3105,326","270","","SMD","yes","Nidec Copal Electronics","CJS-1200TA","Digi-Key","563-1021-1-ND","https://www.nidec-copal-electronics.com/e/catalog/switch/cjs.pdf"
"C56","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1420,533","713,299","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C53","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1461,490","713,299","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C44","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1518,254","716,893","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C39","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1559,183","716,893","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C26","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2009,629","713,300","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C25","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2050,589","713,297","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C14","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2107,020","720,830","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C9","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2147,949","720,967","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C38","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1757,775","552,819","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C8","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2342,455","552,931","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C36","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1769,239","511,670","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C6","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2341,984","504,801","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C102","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1993,277","3126,943","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C35","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1764,901","468,838","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C5","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2345,866","464,406","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C52","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1762,609","427,811","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C24","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2346,896","424,372","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C37","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1739,666","388,443","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C7","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2329,923","377,929","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C48","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1725,100","312,892","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
